"REF_DATE","GEO","DGUID","Prices","Sector","Flows and stocks","Assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11403","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11395","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11403","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11421","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11414","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11378","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11365","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11353","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11336","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11303","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11286","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11279","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11254","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11218","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11194","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11183","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11180","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11163","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11163","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064455927","2.2.1.3.3","11181","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","33315","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","34348","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","35523","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","36487","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","37703","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","39212","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","41254","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","42743","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","43135","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","43818","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","44704","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45445","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45458","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45649","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45965","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46135","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46095","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46251","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46612","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46825","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46654","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46513","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46473","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","46339","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45908","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45623","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45457","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","45228","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","44805","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","44510","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","44309","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","44043","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","43813","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","43771","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","43810","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064455928","2.2.1.3.4","43693","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7449","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7411","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7352","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7316","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7176","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7073","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6971","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6868","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6788","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6733","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6681","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6667","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6703","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6763","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6789","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6823","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","6931","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7036","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7134","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7236","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7418","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7507","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7663","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7872","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7846","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7860","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7861","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7874","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7839","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7826","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7803","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7757","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7753","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7780","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7785","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064455929","2.2.1.3.5","7788","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5675","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5709","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5768","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5828","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5872","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5901","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5925","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5926","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5943","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","5966","","","","0"
"2017-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6009","","","","0"
"2017-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6022","","","","0"
"2018-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6047","","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6072","","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6097","","","","0"
"2018-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6150","","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6195","","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6236","","","","0"
"2019-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6283","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6312","","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6359","","","","0"
"2020-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6351","","","","0"
"2020-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6375","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6383","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6402","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6425","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6444","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6471","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6543","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6632","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6762","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6871","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6894","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6904","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6933","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064455930","2.2.1.3.6","6950","","","","0"
"2015-01","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5368","","","","0"
"2015-04","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5341","","","","0"
"2015-07","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5317","","","","0"
"2015-10","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5295","","","","0"
"2016-01","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5277","","","","0"
"2016-04","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5273","","","","0"
"2016-07","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5280","","","","0"
"2016-10","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5279","","","","0"
"2017-01","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5290","","","","0"
"2017-04","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5314","","","","0"
"2017-07","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5355","","","","0"
"2017-10","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5404","","","","0"
"2018-01","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5421","","","","0"
"2018-04","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5450","","","","0"
"2018-07","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5480","","","","0"
"2018-10","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5509","","","","0"
"2019-01","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5523","","","","0"
"2019-04","Prince Edward Island","2016A000211","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456046","3.2.1.3.2","5545","","","","0"
