"REF_DATE","GEO","DGUID","Prices","Sector","Flows and stocks","Assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4645518","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4673675","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4703621","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4729047","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4736992","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4757370","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4783172","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4801139","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4810417","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4833121","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4861336","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4889199","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4904524","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4932173","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4961718","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4985990","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","4998746","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5022365","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5053860","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5078634","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5088474","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5095225","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5121997","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5143084","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5155404","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5182347","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5211038","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5235951","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5251067","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5276479","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5306840","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5330090","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5343542","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5367892","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5396508","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total assets","Dollars","81","millions","6","v103844278","1.2.1.3.1","5417922","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2412270","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2422166","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2435445","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2446114","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2441494","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2443058","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2452186","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2454819","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2450830","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2454201","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2464881","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2475883","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2477472","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2485858","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2496583","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2505162","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2506559","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2512263","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2525186","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2534378","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2533148","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2527360","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2531476","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2534987","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2530543","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2533776","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2542467","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2549886","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2549686","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2556213","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2567848","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2575311","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2576979","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2585915","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2598627","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v103844279","1.2.1.3.2","2605937","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","598704","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","600237","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","602691","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","605492","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","606550","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","606663","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","607570","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","609027","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","609536","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","609321","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","610390","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","612353","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","613902","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","614953","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","617072","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","619686","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","621757","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","622932","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","624978","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","627578","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","629093","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","628529","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","629129","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","629787","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","630993","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","631160","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","631992","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","633254","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","634439","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","634595","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","635625","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","637385","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","638762","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","639229","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","640577","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v103844280","1.2.1.3.3","642740","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1154896","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1164548","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1178455","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1187871","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1188221","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1193142","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1205330","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1210712","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1209431","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1214505","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1225131","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1232717","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1231924","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1236397","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1244767","","","","0"
"2018-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1248807","","","","0"
"2019-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1246222","","","","0"
"2019-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1249058","","","","0"
"2019-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1257846","","","","0"
"2019-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1262475","","","","0"
"2020-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1260953","","","","0"
"2020-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1261472","","","","0"
"2020-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1266478","","","","0"
"2020-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1267882","","","","0"
"2021-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1262461","","","","0"
"2021-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1263192","","","","0"
"2021-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1269544","","","","0"
"2021-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1272964","","","","0"
"2022-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1269637","","","","0"
"2022-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1272255","","","","0"
"2022-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1279689","","","","0"
"2022-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1284076","","","","0"
"2023-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1282717","","","","0"
"2023-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1288468","","","","0"
"2023-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1298133","","","","0"
"2023-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v103844281","1.2.1.3.4","1301708","","","","0"
"2015-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","417330","","","","0"
"2015-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","416843","","","","0"
"2015-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","414596","","","","0"
"2015-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","413741","","","","0"
"2016-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","408679","","","","0"
"2016-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","406013","","","","0"
"2016-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","403015","","","","0"
"2016-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","399891","","","","0"
"2017-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","396927","","","","0"
"2017-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","395430","","","","0"
"2017-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","394049","","","","0"
"2017-10","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","395232","","","","0"
"2018-01","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","395681","","","","0"
"2018-04","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","397483","","","","0"
"2018-07","Canada","2016A000011124","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v103844282","1.2.1.3.5","396777","","","","0"
