"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-12","Saskatchewan","2021A000247","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064326","9.6.1.1.1.1","35.7","","","","1"
"2015-12","Saskatchewan","2021A000247","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064327","9.7.1.1.1.1","6.0","","","","1"
"2015-12","Saskatchewan","2021A000247","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064328","9.8.1.1.1.1","69.9","","","","1"
"2015-12","Saskatchewan","2021A000247","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064329","9.9.1.1.1.1","65.8","","","","1"
"2015-12","Alberta","2021A000248","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064510","10.1.1.1.1.1","3301.0","","","","1"
"2015-12","Alberta","2021A000248","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064511","10.2.1.1.1.1","2398.5","","","","1"
"2015-12","Alberta","2021A000248","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064512","10.3.1.1.1.1","2227.4","","","","1"
"2015-12","Alberta","2021A000248","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064513","10.4.1.1.1.1","1824.5","","","","1"
"2015-12","Alberta","2021A000248","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064514","10.5.1.1.1.1","402.8","","","","1"
"2015-12","Alberta","2021A000248","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064515","10.6.1.1.1.1","171.1","","","","1"
"2015-12","Alberta","2021A000248","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064516","10.7.1.1.1.1","7.1","","","","1"
"2015-12","Alberta","2021A000248","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064517","10.8.1.1.1.1","72.7","","","","1"
"2015-12","Alberta","2021A000248","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064518","10.9.1.1.1.1","67.5","","","","1"
"2015-12","British Columbia","2021A000259","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064699","11.1.1.1.1.1","3980.7","","","","1"
"2015-12","British Columbia","2021A000259","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064700","11.2.1.1.1.1","2589.6","","","","1"
"2015-12","British Columbia","2021A000259","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064701","11.3.1.1.1.1","2414.5","","","","1"
"2015-12","British Columbia","2021A000259","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064702","11.4.1.1.1.1","1910.4","","","","1"
"2015-12","British Columbia","2021A000259","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064703","11.5.1.1.1.1","504.0","","","","1"
"2015-12","British Columbia","2021A000259","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064704","11.6.1.1.1.1","175.1","","","","1"
"2015-12","British Columbia","2021A000259","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064705","11.7.1.1.1.1","6.8","","","","1"
"2015-12","British Columbia","2021A000259","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064706","11.8.1.1.1.1","65.1","","","","1"
"2015-12","British Columbia","2021A000259","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2064707","11.9.1.1.1.1","60.7","","","","1"


